Case,StaticCost,ActualCost_£,EENS_MWh_yr,LOLP_hr,SAIDI_hr_yr,SAIFI_times_yr
Base,107280,114266.999999999,1.63327058544382e-07,0,0,0
OTS,93780.0029999999,107931,3.98358679376543e-10,0,0,0
