Case,StaticCost,ActualCost_£,EENS_MWh_yr,LOLP_hr,SAIDI_hr_yr,SAIFI_times_yr
Base,22109.9999999994,22197.6458752509,37449.0000000832,0.006,52.56,52.56
OTS,54743.38062,33445.7758830694,1117228.5,0.179,1568.04,1568.04
