Sample,LOLP,EENS,SAIFI,SAIDI,Cost
1,0,9.09494701772928e-13,0,0,108648
21,0,7.79566887233938e-13,0,0,109636
41,0,7.54215118543404e-13,0,0,108648
61,0,7.52942335074309e-13,0,0,108648
81,0,7.63526416303199e-13,0,0,108648
101,0,7.92431027287304e-13,0,0,108648
121,0,8.19296880109497e-13,0,0,108648
141,0,7.96614153680544e-13,0,0,108648
161,0,8.19110135137109e-13,0,0,108648
181,0,8.19047714856283e-13,0,0,108648
201,0,8.05423168734235e-13,0,0,108648
221,0,8.1484140701828e-13,0,0,108648
241,0,8.07601104478866e-13,0,0,108648
261,0,8.18893696998614e-13,0,0,108648
281,0,8.04304033418408e-13,0,0,108648
301,0,8.06761080974657e-13,0,0,109688
321,0,8.2307853852036e-13,0,0,108648
341,0,8.21479085472322e-13,0,0,108648
361,0,8.18797169186154e-13,0,0,108648
381,0,8.18783944115786e-13,0,0,108648
401,0,8.18772038254432e-13,0,0,108648
421,0,8.15520783656248e-13,0,0,94648.0000000001
441,0,8.21844985615673e-13,0,0,108648
461,0,8.23674702798693e-13,0,0,108648
481,0.00207900207900208,5.92515592515675,0.00207900207900208,18.2120582120582,108648
501,0.00199600798403194,5.68862275449184,0.00199600798403194,17.4850299401198,108648
521,0.00191938579654511,5.47024952015438,0.00191938579654511,16.8138195777351,94648.0000000001
541,0.00184842883548983,5.26802218114686,0.00184842883548983,16.1922365988909,108648
561,0.0017825311942959,5.08021390374416,0.0017825311942959,15.6149732620321,108648
581,0.00172117039586919,4.90533562822804,0.00172117039586919,15.0774526678141,108648
601,0.00166389351081531,4.74209650582447,0.00166389351081531,14.5757071547421,108648
621,0.00322061191626409,9.1787439613535,0.00322061191626409,28.2125603864734,108648
641,0.0031201248049922,8.89235569422861,0.0031201248049922,27.3322932917317,108648
661,0.00302571860816944,8.62329803328374,0.00302571860816944,26.5052950075643,108648
681,0.00293685756240822,8.37004405286427,0.00293685756240822,25.726872246696,108648
701,0.00285306704707561,8.13124108416631,0.00285306704707561,24.9928673323823,108648
721,0.00277392510402219,7.90568654646408,0.00277392510402219,24.2995839112344,108648
741,0.00269905533063428,7.69230769230853,0.00269905533063428,23.6437246963563,108648
761,0.00394218134034166,11.2352168199745,0.00394218134034166,34.5335085413929,108648
781,0.00384122919334187,10.9475032010251,0.00384122919334187,33.6491677336748,108648
801,0.00374531835205993,10.6741573033716,0.00374531835205993,32.8089887640449,108648
821,0.00365408038976857,10.4141291108412,0.00365408038976857,32.0097442143727,108648
841,0.00356718192627824,10.1664684898938,0.00356718192627824,31.2485136741974,108648
861,0.00348432055749129,9.93031358885096,0.00348432055749129,30.5226480836237,108648
881,0.00454029511918275,12.9398410896716,0.00454029511918275,39.7729852440409,108648
901,0.00443951165371809,12.6526082130973,0.00443951165371809,38.8901220865705,108648
921,0.00651465798045603,18.5667752443004,0.00651465798045603,57.0684039087948,96398
941,0.00637619553666312,18.1721572794906,0.00637619553666312,55.855472901169,108648
961,0.00624349635796046,17.793964620188,0.00624349635796046,54.6930280957336,108648
981,0.00713557594291539,20.3363914373096,0.00713557594291539,62.5076452599388,NaN
1001,0.00699300699300699,19.9300699300706,0.00699300699300699,61.2587412587413,108648
1021,0.00685602350636631,19.5396669931447,0.00685602350636631,60.0587659157689,108648
1041,0.00672430355427474,19.1642651296837,0.00672430355427474,58.9048991354467,108648
1061,0.00659754948162111,18.8030160226208,0.00659754948162111,57.7945334590009,108648
1081,0.00647548566142461,18.4551341350608,0.00647548566142461,56.7252543940796,108648
1101,0.00635785649409628,18.119891008175,0.00635785649409628,55.6948228882834,108648
1121,0.00624442462087422,17.7966101694922,0.00624442462087422,54.7011596788582,108648
1141,0.00613496932515337,17.4846625766877,0.00613496932515337,53.7423312883436,108648
1161,0.00602928509905254,17.1834625323004,0.00602928509905254,52.8165374677003,108648
1181,0.00592718035563082,16.8924640135485,0.00592718035563082,51.922099915326,108648
1201,0.00582847626977519,16.6111573688599,0.00582847626977519,51.0574521232306,108648
1221,0.00573300573300573,16.3390663390669,0.00573300573300573,50.2211302211302,108648
1241,0.0056406124093473,16.0757453666404,0.0056406124093473,49.4117647058824,109636
1261,0.00555114988104679,15.8207771609839,0.00555114988104679,48.6280729579699,103223
1281,0.00546448087431694,15.5737704918038,0.00546448087431694,47.8688524590164,108648
1301,0.005380476556495,15.3343581860113,0.005380476556495,47.1329746348962,108648
1321,0.00529901589704769,15.1021953065865,0.00529901589704769,46.4193792581378,108648
1341,0.0052199850857569,14.8769574944077,0.0052199850857569,45.7270693512304,108648
1361,0.00587803085966201,16.7523879500373,0.00587803085966201,51.4915503306392,109688
1381,0.0057929036929761,16.5097755249824,0.0057929036929761,50.7458363504707,108648
1401,0.00571020699500357,16.2740899357607,0.00571020699500357,50.0214132762313,108648
