Case,StaticCost,ActualCost_£,EENS_MWh_yr,LOLP_hr,SAIDI_hr_yr,SAIFI_times_yr
Base,147960,152496.933582882,288357.300000001,0.01155,101.178,101.178
OTS,147960.003,150337.146394305,766456.2,0.0307,268.932,268.932
