Case,StaticCost,ActualCost_£,EENS_MWh_yr,LOLP_hr,SAIDI_hr_yr,SAIFI_times_yr
Base,107280,126819.204769363,258398.100000001,0.01035,90.666,90.666
OTS,93780.0029999999,93588.5304488019,277122.6,0.0111,97.236,97.236
